loan_id,date_id,event_date,user_id,book_id,branch_id,category_id,loan_date,due_date,return_date,loan_duration_days,days_overdue,penalty_amount,quantity
L002663,20241031,2024-10-31,319,63,4,8,2024-10-31,2024-11-28,2024-11-28,28,0,0.0,1
L002664,20260101,2026-01-01,449,29,1,4,2026-01-01,2026-01-29,2026-01-27,26,0,0.0,1
L002665,20260321,2026-03-21,362,4,1,1,2026-03-21,2026-04-18,2026-05-03,43,15,4.5,1
L002666,20241217,2024-12-17,305,9,1,2,2024-12-17,2025-01-14,2025-01-11,25,0,0.0,1
L002667,20250314,2025-03-14,268,69,5,9,2025-03-14,2025-03-28,2025-03-28,14,0,0.0,1
L002668,20250108,2025-01-08,423,41,3,6,2025-01-08,2025-01-22,2025-01-31,23,12,3.6,1
L002669,20240920,2024-09-20,254,11,6,2,2024-09-20,2024-10-04,2024-10-02,12,0,0.0,1
L002670,20251006,2025-10-06,199,67,4,9,2025-10-06,2025-10-20,2025-10-30,24,10,3.0,1
L002671,20251222,2025-12-22,380,4,1,1,2025-12-22,2026-01-19,2026-01-17,26,0,0.0,1
L002672,20251201,2025-12-01,425,7,1,1,2025-12-01,2025-12-15,2025-12-15,14,0,0.0,1
L002673,20250521,2025-05-21,234,17,1,3,2025-05-21,2025-06-18,2025-06-18,28,0,0.0,1
L002674,20251007,2025-10-07,80,49,5,7,2025-10-07,2025-10-21,2025-10-21,14,0,0.0,1
L002675,20241114,2024-11-14,294,3,1,1,2024-11-14,2024-12-12,2024-12-12,28,0,0.0,1
L002676,20241222,2024-12-22,342,17,5,3,2024-12-22,2025-01-19,2025-01-16,25,0,0.0,1
L002677,20260507,2026-05-07,187,4,5,1,2026-05-07,2026-05-21,2026-05-18,11,0,0.0,1
L002678,20260113,2026-01-13,344,3,2,1,2026-01-13,2026-02-10,2026-02-08,26,0,0.0,1
L002679,20260505,2026-05-05,254,3,4,1,2026-05-05,2026-05-19,2026-05-19,14,0,0.0,1
L002680,20260502,2026-05-02,162,51,3,7,2026-05-02,2026-05-30,,29,0,0.0,1
L002681,20251201,2025-12-01,299,1,5,1,2025-12-01,2025-12-15,2025-12-15,14,0,0.0,1
L002682,20260506,2026-05-06,193,4,2,1,2026-05-06,2026-06-03,2026-05-30,24,0,0.0,1
L002683,20250601,2025-06-01,362,25,4,4,2025-06-01,2025-06-29,2025-07-18,47,19,5.7,1
L002684,20240903,2024-09-03,3,29,1,4,2024-09-03,2024-10-01,2024-09-29,26,0,0.0,1
L002685,20241017,2024-10-17,374,19,5,3,2024-10-17,2024-10-31,2024-10-31,14,0,0.0,1
L002686,20241201,2024-12-01,164,64,2,8,2024-12-01,2024-12-15,2024-12-12,11,0,0.0,1
L002687,20241115,2024-11-15,432,51,6,7,2024-11-15,2024-12-13,2024-12-13,28,0,0.0,1
L002688,20250506,2025-05-06,348,39,5,5,2025-05-06,2025-06-03,2025-06-01,26,0,0.0,1
L002689,20251222,2025-12-22,137,35,2,5,2025-12-22,2026-01-05,2026-01-10,19,7,2.1,1
L002690,20260122,2026-01-22,441,35,1,5,2026-01-22,2026-02-19,2026-02-16,25,0,0.0,1
L002691,20251029,2025-10-29,246,14,2,2,2025-10-29,2025-11-26,2025-11-26,28,0,0.0,1
L002692,20241218,2024-12-18,252,14,2,2,2024-12-18,2025-01-15,2025-01-15,28,0,0.0,1
L002693,20260108,2026-01-08,412,17,1,3,2026-01-08,2026-02-05,2026-02-20,43,15,4.5,1
L002694,20250507,2025-05-07,415,11,3,2,2025-05-07,2025-05-21,2025-05-25,18,8,2.4,1
L002695,20240910,2024-09-10,324,36,2,5,2024-09-10,2024-10-08,2024-10-05,25,0,0.0,1
L002696,20250307,2025-03-07,441,1,1,1,2025-03-07,2025-04-04,2025-04-04,28,0,0.0,1
L002697,20250424,2025-04-24,169,9,5,2,2025-04-24,2025-05-08,2025-05-27,33,19,5.7,1
L002698,20250228,2025-02-28,133,35,6,5,2025-02-28,2025-03-28,2025-03-26,26,0,0.0,1
L002699,20260206,2026-02-06,17,9,2,2,2026-02-06,2026-03-06,2026-03-06,28,0,0.0,1
L002700,20260112,2026-01-12,183,15,6,2,2026-01-12,2026-01-26,2026-01-26,14,0,0.0,1
L002701,20251219,2025-12-19,292,11,5,2,2025-12-19,2026-01-16,2026-01-16,28,0,0.0,1
L002702,20241215,2024-12-15,163,1,1,1,2024-12-15,2024-12-29,2025-01-02,18,4,1.2,1
L002703,20260203,2026-02-03,278,8,2,1,2026-02-03,2026-03-03,2026-03-03,28,0,0.0,1
L002704,20251212,2025-12-12,31,12,6,2,2025-12-12,2025-12-26,2025-12-26,14,0,0.0,1
L002705,20250108,2025-01-08,186,22,1,3,2025-01-08,2025-02-05,2025-02-05,28,0,0.0,1
L002706,20251201,2025-12-01,344,17,1,3,2025-12-01,2025-12-29,2025-12-29,28,4,1.2,1
L002707,20250721,2025-07-21,64,27,1,4,2025-07-21,2025-08-04,2025-08-04,14,0,0.0,1
L002708,20250610,2025-06-10,329,26,1,4,2025-06-10,2025-07-08,2025-07-08,28,0,0.0,1
L002709,20241202,2024-12-02,350,33,2,5,2024-12-02,2024-12-16,2025-01-02,31,18,5.4,1
L002710,20250914,2025-09-14,272,58,1,8,2025-09-14,2025-09-28,2025-09-28,14,0,0.0,1
L002711,20241121,2024-11-21,401,11,2,2,2024-11-21,2024-12-05,2024-12-05,14,0,0.0,1
L002712,20241226,2024-12-26,430,12,1,2,2024-12-26,2025-01-23,2025-01-27,32,4,1.2,1
L002713,20241212,2024-12-12,19,36,1,5,2024-12-12,2025-01-09,2025-01-09,28,0,0.0,1
L002714,20260515,2026-05-15,319,41,5,6,2026-05-15,2026-06-12,,16,0,0.0,1
L002715,20250311,2025-03-11,135,12,2,2,2025-03-11,2025-03-25,2025-03-21,10,0,0.0,1
L002716,20250507,2025-05-07,202,11,5,2,2025-05-07,2025-05-21,2025-05-21,14,0,0.0,1
L002717,20250416,2025-04-16,296,19,5,3,2025-04-16,2025-05-14,2025-05-14,28,0,0.0,1
L002718,20260419,2026-04-19,327,58,3,8,2026-04-19,2026-05-03,2026-05-03,14,0,0.0,1
L002719,20251013,2025-10-13,386,22,5,3,2025-10-13,2025-10-27,2025-10-27,14,0,0.0,1
L002720,20260504,2026-05-04,324,34,2,5,2026-05-04,2026-06-01,2026-05-31,27,0,0.0,1
L002721,20250326,2025-03-26,359,22,1,3,2025-03-26,2025-04-23,2025-04-22,27,0,0.0,1
L002722,20241204,2024-12-04,289,64,2,8,2024-12-04,2024-12-18,2025-01-03,30,16,4.8,1
L002723,20251008,2025-10-08,71,53,3,7,2025-10-08,2025-10-22,2025-10-22,14,0,0.0,1
L002724,20250504,2025-05-04,12,43,1,6,2025-05-04,2025-06-01,2025-06-01,28,0,0.0,1
L002725,20260129,2026-01-29,254,18,4,3,2026-01-29,2026-02-12,2026-02-12,14,0,0.0,1
L002726,20260403,2026-04-03,330,11,1,2,2026-04-03,2026-05-01,2026-05-01,28,0,0.0,1
L002727,20250626,2025-06-26,68,11,3,2,2025-06-26,2025-07-10,2025-07-09,13,0,0.0,1
L002728,20260521,2026-05-21,212,55,5,7,2026-05-21,2026-06-18,,10,0,0.0,1
L002729,20251006,2025-10-06,140,33,3,5,2025-10-06,2025-11-03,2025-11-02,27,0,0.0,1
L002730,20250226,2025-02-26,271,56,3,7,2025-02-26,2025-03-26,2025-03-23,25,0,0.0,1
L002731,20250807,2025-08-07,194,39,1,5,2025-08-07,2025-09-04,2025-09-04,28,0,0.0,1
L002732,20240928,2024-09-28,118,15,2,2,2024-09-28,2024-10-12,2024-10-10,12,0,0.0,1
L002733,20260130,2026-01-30,3,4,2,1,2026-01-30,2026-02-27,2026-02-26,27,0,0.0,1
L002734,20241122,2024-11-22,165,40,1,5,2024-11-22,2024-12-20,2024-12-20,28,0,0.0,1
L002735,20250403,2025-04-03,251,48,1,6,2025-04-03,2025-04-17,2025-05-01,28,17,5.1,1
L002736,20251014,2025-10-14,420,12,1,2,2025-10-14,2025-11-11,2025-11-11,28,0,0.0,1
L002737,20241002,2024-10-02,129,47,6,6,2024-10-02,2024-10-30,2024-10-29,27,0,0.0,1
L002738,20241030,2024-10-30,250,49,2,7,2024-10-30,2024-11-13,2024-11-13,14,0,0.0,1
L002739,20251219,2025-12-19,270,59,6,8,2025-12-19,2026-01-02,2026-01-02,14,0,0.0,1
L002740,20241024,2024-10-24,307,1,2,1,2024-10-24,2024-11-21,2024-11-25,32,4,1.2,1
L002741,20250630,2025-06-30,168,55,3,7,2025-06-30,2025-07-14,2025-07-10,10,0,0.0,1
L002742,20250501,2025-05-01,61,35,1,5,2025-05-01,2025-05-29,2025-06-13,43,15,4.5,1
L002743,20250122,2025-01-22,417,12,2,2,2025-01-22,2025-02-19,2025-02-19,28,0,0.0,1
L002744,20250106,2025-01-06,429,60,4,8,2025-01-06,2025-01-20,2025-01-26,20,6,1.8,1
L002745,20260113,2026-01-13,215,41,4,6,2026-01-13,2026-01-27,2026-01-25,12,0,0.0,1
L002746,20260514,2026-05-14,278,2,2,1,2026-05-14,2026-06-11,,17,0,0.0,1
L002747,20241216,2024-12-16,17,3,1,1,2024-12-16,2025-01-13,2025-01-13,28,0,0.0,1
L002748,20260518,2026-05-18,29,20,5,3,2026-05-18,2026-06-15,,13,0,0.0,1
L002749,20251101,2025-11-01,49,14,1,2,2025-11-01,2025-11-29,2025-11-29,28,0,0.0,1
L002750,20251128,2025-11-28,342,19,3,3,2025-11-28,2025-12-26,2025-12-26,28,0,0.0,1
L002751,20251225,2025-12-25,129,42,2,6,2025-12-25,2026-01-22,2026-01-22,28,0,0.0,1
L002752,20251223,2025-12-23,109,51,3,7,2025-12-23,2026-01-06,2026-01-14,22,8,2.4,1
L002753,20260212,2026-02-12,5,67,4,9,2026-02-12,2026-03-12,2026-03-12,28,0,0.0,1
L002754,20250721,2025-07-21,14,65,4,9,2025-07-21,2025-08-04,2025-08-18,28,16,4.8,1
L002755,20250923,2025-09-23,201,41,5,6,2025-09-23,2025-10-21,2025-10-21,28,0,0.0,1
L002756,20250417,2025-04-17,260,11,1,2,2025-04-17,2025-05-01,2025-05-01,14,0,0.0,1
L002757,20241127,2024-11-27,278,11,5,2,2024-11-27,2024-12-25,2024-12-25,28,0,0.0,1
L002758,20251208,2025-12-08,223,25,1,4,2025-12-08,2026-01-05,2026-01-03,26,0,0.0,1
L002759,20240925,2024-09-25,223,63,2,8,2024-09-25,2024-10-23,2024-10-21,26,0,0.0,1
L002760,20250303,2025-03-03,347,35,2,5,2025-03-03,2025-03-31,2025-03-31,28,0,0.0,1
L002761,20241114,2024-11-14,156,41,1,6,2024-11-14,2024-12-12,2024-12-11,27,0,0.0,1
L002762,20250107,2025-01-07,135,27,2,4,2025-01-07,2025-01-21,2025-01-20,13,0,0.0,1
L002763,20251127,2025-11-27,394,17,3,3,2025-11-27,2025-12-11,2025-12-24,27,13,3.9,1
L002764,20251123,2025-11-23,321,17,1,3,2025-11-23,2025-12-07,2025-12-10,17,3,0.9,1
L002765,20250603,2025-06-03,234,1,1,1,2025-06-03,2025-07-01,2025-07-01,28,0,0.0,1
L002766,20241110,2024-11-10,153,23,2,3,2024-11-10,2024-12-08,2024-12-05,25,0,0.0,1
L002767,20250607,2025-06-07,80,10,3,2,2025-06-07,2025-06-21,2025-06-21,14,0,0.0,1
L002768,20250507,2025-05-07,21,1,1,1,2025-05-07,2025-05-21,2025-05-21,14,0,0.0,1
L002769,20251230,2025-12-30,392,20,1,3,2025-12-30,2026-01-13,2026-01-09,10,0,0.0,1
L002770,20251022,2025-10-22,286,17,1,3,2025-10-22,2025-11-05,2025-11-05,14,0,0.0,1
L002771,20250815,2025-08-15,28,63,5,8,2025-08-15,2025-08-29,2025-08-27,12,0,0.0,1
L002772,20250731,2025-07-31,90,35,1,5,2025-07-31,2025-08-14,2025-08-14,14,0,0.0,1
L002773,20260519,2026-05-19,155,40,5,5,2026-05-19,2026-06-16,,12,0,0.0,1
L002774,20260111,2026-01-11,145,19,3,3,2026-01-11,2026-01-25,2026-01-25,14,0,0.0,1
L002775,20250901,2025-09-01,264,51,3,7,2025-09-01,2025-09-15,2025-09-15,14,0,0.0,1
L002776,20250707,2025-07-07,196,25,4,4,2025-07-07,2025-08-04,2025-08-03,27,0,0.0,1
L002777,20240920,2024-09-20,399,11,3,2,2024-09-20,2024-10-04,2024-10-04,14,0,0.0,1
L002778,20260511,2026-05-11,333,25,1,4,2026-05-11,2026-06-08,,20,0,0.0,1
L002779,20250413,2025-04-13,414,19,4,3,2025-04-13,2025-04-27,2025-04-27,14,0,0.0,1
L002780,20250212,2025-02-12,397,35,3,5,2025-02-12,2025-03-12,2025-03-16,32,4,1.2,1
L002781,20260531,2026-05-31,417,27,5,4,2026-05-31,2026-06-28,,1,0,0.0,1
L002782,20251229,2025-12-29,441,66,1,9,2025-12-29,2026-01-26,2026-01-23,25,0,0.0,1
L002783,20241006,2024-10-06,164,42,2,6,2024-10-06,2024-10-20,2024-10-20,14,0,0.0,1
L002784,20241017,2024-10-17,123,25,3,4,2024-10-17,2024-10-31,2024-10-29,12,0,0.0,1
L002785,20240919,2024-09-19,95,42,2,6,2024-09-19,2024-10-03,2024-10-03,14,0,0.0,1
L002786,20251106,2025-11-06,299,17,5,3,2025-11-06,2025-11-20,2025-11-17,11,0,0.0,1
L002787,20241024,2024-10-24,319,40,5,5,2024-10-24,2024-11-21,2024-11-21,28,0,0.0,1
L002788,20260508,2026-05-08,55,41,5,6,2026-05-08,2026-05-22,2026-05-22,14,0,0.0,1
L002789,20260509,2026-05-09,376,54,6,7,2026-05-09,2026-05-23,2026-05-23,14,0,0.0,1
L002790,20251001,2025-10-01,362,67,1,9,2025-10-01,2025-10-29,2025-10-26,25,0,0.0,1
L002791,20251118,2025-11-18,299,16,5,2,2025-11-18,2025-12-02,2025-12-12,24,12,3.6,1
L002792,20250318,2025-03-18,213,41,1,6,2025-03-18,2025-04-01,2025-04-01,14,0,0.0,1
L002793,20241018,2024-10-18,88,4,4,1,2024-10-18,2024-11-15,2024-11-15,28,0,0.0,1
L002794,20260105,2026-01-05,249,40,4,5,2026-01-05,2026-02-02,2026-02-01,27,0,0.0,1
L002795,20241122,2024-11-22,91,25,4,4,2024-11-22,2024-12-06,2024-12-02,10,0,0.0,1
L002796,20241105,2024-11-05,292,17,4,3,2024-11-05,2024-12-03,2024-11-29,24,0,0.0,1
L002797,20250405,2025-04-05,164,68,4,9,2025-04-05,2025-04-19,2025-04-18,13,0,0.0,1
L002798,20240910,2024-09-10,138,17,4,3,2024-09-10,2024-10-08,2024-10-08,28,0,0.0,1
L002799,20250608,2025-06-08,216,50,2,7,2025-06-08,2025-06-22,2025-06-22,14,0,0.0,1
L002800,20251224,2025-12-24,279,9,4,2,2025-12-24,2026-01-21,2026-01-21,28,0,0.0,1
L002801,20260128,2026-01-28,187,9,6,2,2026-01-28,2026-02-11,2026-02-11,14,0,0.0,1
L002802,20251111,2025-11-11,434,51,5,7,2025-11-11,2025-11-25,2025-11-25,14,0,0.0,1
L002803,20260307,2026-03-07,4,35,1,5,2026-03-07,2026-03-21,2026-03-21,14,0,0.0,1
L002804,20250528,2025-05-28,414,7,1,1,2025-05-28,2025-06-11,2025-06-11,14,0,0.0,1
L002805,20260309,2026-03-09,1,35,6,5,2026-03-09,2026-03-23,2026-03-23,14,0,0.0,1
L002806,20250906,2025-09-06,126,46,2,6,2025-09-06,2025-09-20,2025-09-20,14,0,0.0,1
L002807,20250120,2025-01-20,449,15,4,2,2025-01-20,2025-02-17,2025-02-17,28,0,0.0,1
L002808,20260512,2026-05-12,338,47,3,6,2026-05-12,2026-06-09,,19,0,0.0,1
L002809,20250302,2025-03-02,305,2,6,1,2025-03-02,2025-03-30,2025-03-30,28,0,0.0,1
L002810,20240920,2024-09-20,335,23,2,3,2024-09-20,2024-10-04,2024-10-04,14,0,0.0,1
L002811,20250130,2025-01-30,202,23,6,3,2025-01-30,2025-02-13,2025-02-13,14,0,0.0,1
L002812,20250512,2025-05-12,362,9,1,2,2025-05-12,2025-06-09,2025-06-09,28,0,0.0,1
L002813,20250506,2025-05-06,88,25,2,4,2025-05-06,2025-06-03,2025-06-03,28,0,0.0,1
L002814,20250918,2025-09-18,363,42,5,6,2025-09-18,2025-10-16,2025-10-13,25,0,0.0,1
L002815,20260407,2026-04-07,424,18,2,3,2026-04-07,2026-04-21,2026-04-21,14,0,0.0,1
L002816,20250318,2025-03-18,395,36,1,5,2025-03-18,2025-04-15,2025-04-15,28,0,0.0,1
L002817,20250916,2025-09-16,342,19,3,3,2025-09-16,2025-10-14,2025-10-14,28,0,0.0,1
L002818,20250501,2025-05-01,307,29,2,4,2025-05-01,2025-05-29,2025-06-02,32,6,1.8,1
L002819,20260214,2026-02-14,252,52,2,7,2026-02-14,2026-03-14,2026-03-14,28,0,0.0,1
L002820,20241224,2024-12-24,194,1,1,1,2024-12-24,2025-01-21,2025-01-21,28,0,0.0,1
L002821,20241125,2024-11-25,397,12,4,2,2024-11-25,2024-12-23,2024-12-23,28,0,0.0,1
L002822,20250904,2025-09-04,306,25,2,4,2025-09-04,2025-10-02,2025-10-01,27,0,0.0,1
L002823,20251210,2025-12-10,213,42,1,6,2025-12-10,2025-12-24,2025-12-23,13,0,0.0,1
L002824,20260124,2026-01-24,362,19,1,3,2026-01-24,2026-02-21,2026-02-21,28,0,0.0,1
L002825,20251029,2025-10-29,34,55,5,7,2025-10-29,2025-11-12,2025-11-12,14,0,0.0,1
L002826,20260116,2026-01-16,372,58,2,8,2026-01-16,2026-01-30,2026-02-06,21,10,3.0,1
L002827,20250522,2025-05-22,371,27,1,4,2025-05-22,2025-06-19,2025-06-19,28,0,0.0,1
L002828,20240925,2024-09-25,129,47,6,6,2024-09-25,2024-10-23,2024-10-23,28,0,0.0,1
L002829,20241204,2024-12-04,21,70,1,9,2024-12-04,2024-12-18,2025-01-02,29,17,5.1,1
L002830,20240930,2024-09-30,328,11,2,2,2024-09-30,2024-10-14,2024-10-30,30,16,4.8,1
L002831,20250422,2025-04-22,118,36,2,5,2025-04-22,2025-05-06,2025-05-10,18,4,1.2,1
L002832,20250827,2025-08-27,449,51,1,7,2025-08-27,2025-09-24,2025-10-01,35,7,2.1,1
L002833,20250508,2025-05-08,5,28,4,4,2025-05-08,2025-06-05,2025-06-05,28,0,0.0,1
L002834,20251010,2025-10-10,131,14,1,2,2025-10-10,2025-10-24,2025-10-24,14,0,0.0,1
L002835,20250711,2025-07-11,23,20,6,3,2025-07-11,2025-08-08,2025-08-04,24,0,0.0,1
L002836,20251212,2025-12-12,362,17,6,3,2025-12-12,2026-01-09,2026-01-28,47,19,5.7,1
L002837,20251208,2025-12-08,278,14,2,2,2025-12-08,2026-01-05,2026-01-21,44,16,4.8,1
L002838,20250411,2025-04-11,390,31,3,4,2025-04-11,2025-04-25,2025-04-25,14,0,0.0,1
L002839,20250504,2025-05-04,433,47,1,6,2025-05-04,2025-05-18,2025-05-20,16,2,0.6,1
L002840,20251027,2025-10-27,294,25,2,4,2025-10-27,2025-11-24,2025-12-14,48,20,6.0,1
L002841,20251103,2025-11-03,133,35,6,5,2025-11-03,2025-12-01,2025-11-29,26,1,0.3,1
L002842,20250409,2025-04-09,57,54,1,7,2025-04-09,2025-04-23,2025-04-23,14,0,0.0,1
L002843,20250423,2025-04-23,397,33,4,5,2025-04-23,2025-05-21,2025-05-21,28,0,0.0,1
L002844,20251218,2025-12-18,138,41,4,6,2025-12-18,2026-01-15,2026-01-12,25,0,0.0,1
L002845,20251201,2025-12-01,402,42,4,6,2025-12-01,2025-12-29,2025-12-29,28,0,0.0,1
L002846,20241213,2024-12-13,399,11,2,2,2024-12-13,2024-12-27,2025-01-13,31,17,5.1,1
L002847,20250611,2025-06-11,299,3,2,1,2025-06-11,2025-06-25,2025-06-25,14,0,0.0,1
L002848,20260414,2026-04-14,292,19,1,3,2026-04-14,2026-05-12,2026-05-12,28,0,0.0,1
L002849,20240927,2024-09-27,429,65,5,9,2024-09-27,2024-10-11,2024-10-11,14,0,0.0,1
L002850,20260314,2026-03-14,347,42,2,6,2026-03-14,2026-04-11,2026-04-10,27,0,0.0,1
L002851,20241226,2024-12-26,319,50,5,7,2024-12-26,2025-01-23,2025-01-23,28,0,0.0,1
L002852,20250907,2025-09-07,213,64,1,8,2025-09-07,2025-09-21,2025-09-21,14,0,0.0,1
L002853,20250604,2025-06-04,237,72,3,9,2025-06-04,2025-06-18,2025-07-07,33,19,5.7,1
L002854,20240909,2024-09-09,193,2,2,1,2024-09-09,2024-10-07,2024-10-07,28,0,0.0,1
L002855,20260501,2026-05-01,426,54,5,7,2026-05-01,2026-05-15,2026-05-11,10,0,0.0,1
L002856,20250616,2025-06-16,303,59,2,8,2025-06-16,2025-07-14,2025-07-14,28,0,0.0,1
L002857,20260515,2026-05-15,360,33,2,5,2026-05-15,2026-05-29,2026-05-29,14,0,0.0,1
L002858,20250313,2025-03-13,20,35,6,5,2025-03-13,2025-03-27,2025-03-27,14,3,0.9,1
L002859,20260324,2026-03-24,392,2,1,1,2026-03-24,2026-04-07,2026-04-10,17,4,1.2,1
L002860,20260504,2026-05-04,205,69,6,9,2026-05-04,2026-05-18,2026-05-18,14,0,0.0,1
L002861,20251008,2025-10-08,341,69,2,9,2025-10-08,2025-10-22,2025-10-18,10,0,0.0,1
L002862,20250111,2025-01-11,23,13,6,2,2025-01-11,2025-02-08,2025-02-08,28,0,0.0,1
L002863,20251216,2025-12-16,403,58,2,8,2025-12-16,2026-01-13,2026-01-13,28,0,0.0,1
L002864,20251003,2025-10-03,310,40,5,5,2025-10-03,2025-10-17,2025-10-30,27,17,5.1,1
L002865,20260512,2026-05-12,223,25,6,4,2026-05-12,2026-06-09,,19,0,0.0,1
L002866,20250610,2025-06-10,162,39,3,5,2025-06-10,2025-07-08,2025-07-08,28,0,0.0,1
L002867,20250224,2025-02-24,164,41,2,6,2025-02-24,2025-03-10,2025-03-29,33,19,5.7,1
L002868,20241214,2024-12-14,162,37,3,5,2024-12-14,2025-01-11,2025-01-11,28,0,0.0,1
L002869,20251221,2025-12-21,75,36,6,5,2025-12-21,2026-01-04,2026-01-25,35,21,6.3,1
L002870,20260522,2026-05-22,226,66,3,9,2026-05-22,2026-06-05,,9,0,0.0,1
L002871,20240922,2024-09-22,221,9,4,2,2024-09-22,2024-10-06,2024-10-02,10,0,0.0,1
L002872,20260106,2026-01-06,203,52,1,7,2026-01-06,2026-02-03,2026-01-30,24,0,0.0,1
L002873,20260506,2026-05-06,324,33,2,5,2026-05-06,2026-06-03,,25,0,0.0,1
L002874,20241026,2024-10-26,206,2,4,1,2024-10-26,2024-11-23,2024-11-23,28,0,0.0,1
L002875,20241202,2024-12-02,55,52,5,7,2024-12-02,2024-12-16,2024-12-16,14,0,0.0,1
L002876,20251218,2025-12-18,392,20,1,3,2025-12-18,2026-01-01,2026-01-15,28,14,4.2,1
L002877,20251201,2025-12-01,209,49,3,7,2025-12-01,2025-12-15,2025-12-11,10,0,0.0,1
L002878,20241022,2024-10-22,307,29,2,4,2024-10-22,2024-11-19,2024-11-19,28,0,0.0,1
L002879,20260225,2026-02-25,420,25,1,4,2026-02-25,2026-03-25,2026-03-25,28,0,0.0,1
L002880,20250917,2025-09-17,352,58,2,8,2025-09-17,2025-10-15,2025-10-16,29,1,0.3,1
L002881,20260427,2026-04-27,257,51,3,7,2026-04-27,2026-05-11,2026-05-31,34,20,6.0,1
L002882,20260402,2026-04-02,262,59,4,8,2026-04-02,2026-04-16,2026-04-16,14,0,0.0,1
L002883,20260206,2026-02-06,391,29,6,4,2026-02-06,2026-03-06,2026-03-06,28,0,0.0,1
L002884,20250912,2025-09-12,377,42,3,6,2025-09-12,2025-10-10,2025-10-10,28,0,0.0,1
L002885,20250207,2025-02-07,103,69,2,9,2025-02-07,2025-02-21,2025-02-21,14,0,0.0,1
L002886,20250905,2025-09-05,298,14,3,2,2025-09-05,2025-09-19,2025-09-19,14,0,0.0,1
L002887,20241121,2024-11-21,397,38,2,5,2024-11-21,2024-12-19,2024-12-19,28,0,0.0,1
L002888,20251204,2025-12-04,366,25,5,4,2025-12-04,2026-01-01,2026-01-01,28,0,0.0,1
L002889,20241212,2024-12-12,71,4,2,1,2024-12-12,2024-12-26,2024-12-26,14,0,0.0,1
L002890,20250909,2025-09-09,213,25,5,4,2025-09-09,2025-09-23,2025-09-23,14,0,0.0,1
L002891,20241011,2024-10-11,252,36,3,5,2024-10-11,2024-11-08,2024-11-08,28,0,0.0,1
L002892,20250325,2025-03-25,140,1,3,1,2025-03-25,2025-04-22,2025-04-22,28,0,0.0,1
L002893,20250123,2025-01-23,319,65,5,9,2025-01-23,2025-02-20,2025-02-16,24,0,0.0,1
L002894,20251119,2025-11-19,234,11,2,2,2025-11-19,2025-12-17,2025-12-13,24,0,0.0,1
L002895,20260121,2026-01-21,160,63,4,8,2026-01-21,2026-02-18,2026-02-18,28,0,0.0,1
L002896,20241014,2024-10-14,172,52,2,7,2024-10-14,2024-10-28,2024-10-28,14,0,0.0,1
L002897,20260310,2026-03-10,394,48,3,6,2026-03-10,2026-03-24,2026-03-23,13,0,0.0,1
L002898,20260319,2026-03-19,397,61,4,8,2026-03-19,2026-04-16,2026-04-16,28,0,0.0,1
L002899,20250502,2025-05-02,372,25,5,4,2025-05-02,2025-05-16,2025-05-16,14,0,0.0,1
L002900,20251204,2025-12-04,414,4,5,1,2025-12-04,2025-12-18,2025-12-19,15,1,0.3,1
L002901,20250527,2025-05-27,429,51,5,7,2025-05-27,2025-06-10,2025-06-10,14,0,0.0,1
L002902,20241222,2024-12-22,242,65,1,9,2024-12-22,2025-01-05,2025-01-02,11,1,0.3,1
L002903,20250920,2025-09-20,58,28,4,4,2025-09-20,2025-10-04,2025-10-03,13,0,0.0,1
L002904,20241106,2024-11-06,365,17,2,3,2024-11-06,2024-11-20,2024-11-20,14,0,0.0,1
L002905,20260402,2026-04-02,301,54,1,7,2026-04-02,2026-04-30,2026-04-30,28,0,0.0,1
L002906,20260505,2026-05-05,190,40,3,5,2026-05-05,2026-06-02,,26,0,0.0,1
L002907,20260214,2026-02-14,439,58,3,8,2026-02-14,2026-03-14,2026-03-14,28,0,0.0,1
L002908,20251012,2025-10-12,173,47,5,6,2025-10-12,2025-11-09,2025-11-08,27,0,0.0,1
L002909,20251009,2025-10-09,411,33,1,5,2025-10-09,2025-11-06,2025-11-06,28,0,0.0,1
L002910,20260526,2026-05-26,285,1,3,1,2026-05-26,2026-06-09,,5,0,0.0,1
L002911,20250204,2025-02-04,20,70,6,9,2025-02-04,2025-02-18,2025-02-14,10,0,0.0,1
L002912,20241028,2024-10-28,395,58,5,8,2024-10-28,2024-11-25,2024-12-12,45,20,6.0,1
L002913,20251011,2025-10-11,348,52,2,7,2025-10-11,2025-11-08,2025-11-08,28,0,0.0,1
L002914,20250422,2025-04-22,305,20,6,3,2025-04-22,2025-05-20,2025-05-18,26,0,0.0,1
L002915,20250416,2025-04-16,294,22,1,3,2025-04-16,2025-05-14,2025-05-30,44,16,4.8,1
L002916,20240905,2024-09-05,126,38,2,5,2024-09-05,2024-09-19,2024-09-19,14,0,0.0,1
L002917,20251103,2025-11-03,126,41,2,6,2025-11-03,2025-11-17,2025-11-25,22,11,3.3,1
L002918,20250219,2025-02-19,17,12,2,2,2025-02-19,2025-03-19,2025-03-19,28,0,0.0,1
L002919,20250106,2025-01-06,88,8,2,1,2025-01-06,2025-02-03,2025-02-19,44,20,6.0,1
L002920,20241001,2024-10-01,172,42,1,6,2024-10-01,2024-10-15,2024-10-12,11,0,0.0,1
L002921,20250512,2025-05-12,258,28,1,4,2025-05-12,2025-05-26,2025-05-26,14,0,0.0,1
