reservation_id,date_id,event_date,user_id,book_id,branch_id,category_id,reservation_status,wait_days,quantity
R000875,20260505,2026-05-05,12,28,1,4,fulfilled,14,1
R000876,20250224,2025-02-24,199,40,5,5,pending,13,1
R000877,20250111,2025-01-11,134,34,2,5,fulfilled,0,1
R000878,20260508,2026-05-08,217,15,3,2,fulfilled,0,1
R000879,20250101,2025-01-01,260,12,4,2,cancelled,8,1
R000880,20241216,2024-12-16,204,1,5,1,pending,3,1
R000881,20260218,2026-02-18,183,52,1,7,fulfilled,3,1
R000882,20240921,2024-09-21,187,41,2,6,fulfilled,11,1
R000883,20240906,2024-09-06,70,59,2,8,fulfilled,0,1
R000884,20260101,2026-01-01,287,47,6,6,fulfilled,0,1
R000885,20260323,2026-03-23,126,2,2,1,cancelled,3,1
R000886,20250325,2025-03-25,201,42,5,6,fulfilled,5,1
R000887,20251113,2025-11-13,319,44,5,6,pending,1,1
R000888,20260330,2026-03-30,306,40,2,5,pending,4,1
R000889,20250908,2025-09-08,438,39,5,5,fulfilled,0,1
R000890,20260511,2026-05-11,340,26,2,4,fulfilled,4,1
R000891,20241024,2024-10-24,104,42,2,6,fulfilled,3,1
R000892,20250123,2025-01-23,10,35,2,5,fulfilled,3,1
R000893,20251109,2025-11-09,22,4,3,1,fulfilled,0,1
R000894,20241116,2024-11-16,4,70,1,9,fulfilled,0,1
R000895,20240920,2024-09-20,352,50,2,7,fulfilled,0,1
R000896,20240912,2024-09-12,252,25,2,4,fulfilled,0,1
R000897,20260324,2026-03-24,234,28,1,4,cancelled,2,1
R000898,20250820,2025-08-20,289,64,2,8,fulfilled,0,1
R000899,20260519,2026-05-19,109,56,1,7,fulfilled,21,1
R000900,20250111,2025-01-11,138,31,4,4,fulfilled,5,1
R000901,20250612,2025-06-12,433,25,1,4,pending,22,1
R000902,20240907,2024-09-07,78,70,2,9,fulfilled,0,1
R000903,20250501,2025-05-01,55,19,5,3,cancelled,6,1
R000904,20260202,2026-02-02,397,64,1,8,fulfilled,5,1
R000905,20251231,2025-12-31,423,31,2,4,pending,19,1
R000906,20260128,2026-01-28,18,14,5,2,cancelled,4,1
R000907,20260508,2026-05-08,346,11,2,2,fulfilled,4,1
R000908,20251030,2025-10-30,206,19,4,3,fulfilled,44,1
R000909,20260426,2026-04-26,125,27,5,4,pending,5,1
R000910,20250130,2025-01-30,33,5,5,1,fulfilled,0,1
R000911,20250925,2025-09-25,165,65,2,9,fulfilled,0,1
R000912,20251128,2025-11-28,353,1,5,1,fulfilled,18,1
R000913,20250828,2025-08-28,380,56,2,7,fulfilled,0,1
R000914,20251124,2025-11-24,318,41,5,6,cancelled,7,1
R000915,20250909,2025-09-09,114,29,2,4,fulfilled,0,1
R000916,20260514,2026-05-14,191,66,1,9,fulfilled,8,1
R000917,20260116,2026-01-16,81,11,4,2,fulfilled,18,1
R000918,20251114,2025-11-14,23,26,6,4,fulfilled,0,1
R000919,20250509,2025-05-09,97,10,6,2,fulfilled,0,1
R000920,20250122,2025-01-22,229,40,5,5,pending,15,1
R000921,20250930,2025-09-30,196,64,2,8,fulfilled,0,1
R000922,20250519,2025-05-19,165,64,1,8,fulfilled,4,1
R000923,20260514,2026-05-14,188,49,4,7,cancelled,10,1
R000924,20250629,2025-06-29,201,36,5,5,fulfilled,1,1
R000925,20260123,2026-01-23,420,25,1,4,fulfilled,8,1
R000926,20250605,2025-06-05,234,1,1,1,cancelled,8,1
R000927,20250616,2025-06-16,187,42,2,6,fulfilled,2,1
R000928,20240908,2024-09-08,11,11,4,2,cancelled,18,1
R000929,20260529,2026-05-29,432,20,6,3,fulfilled,0,1
R000930,20250221,2025-02-21,87,1,2,1,cancelled,17,1
R000931,20250904,2025-09-04,87,11,6,2,fulfilled,0,1
R000932,20260522,2026-05-22,398,47,5,6,fulfilled,3,1
R000933,20250403,2025-04-03,206,50,4,7,fulfilled,0,1
R000934,20240917,2024-09-17,157,7,5,1,fulfilled,0,1
R000935,20241212,2024-12-12,156,20,1,3,fulfilled,37,1
R000936,20251216,2025-12-16,150,26,5,4,pending,9,1
R000937,20251022,2025-10-22,160,65,4,9,fulfilled,0,1
R000938,20250530,2025-05-30,160,64,1,8,fulfilled,13,1
R000939,20260524,2026-05-24,248,35,2,5,fulfilled,9,1
R000940,20260520,2026-05-20,155,38,1,5,fulfilled,12,1
R000941,20250107,2025-01-07,155,37,1,5,cancelled,15,1
R000942,20251016,2025-10-16,154,58,4,8,pending,7,1
R000943,20251204,2025-12-04,186,10,1,2,fulfilled,3,1
R000944,20241108,2024-11-08,319,40,5,5,pending,3,1
R000945,20250314,2025-03-14,423,66,3,9,fulfilled,0,1
R000946,20241227,2024-12-27,417,15,5,2,pending,11,1
R000947,20251013,2025-10-13,262,66,5,9,fulfilled,0,1
R000948,20260104,2026-01-04,159,17,4,3,pending,3,1
R000949,20251231,2025-12-31,265,5,3,1,fulfilled,0,1
R000950,20241029,2024-10-29,219,44,1,6,fulfilled,0,1
R000951,20250115,2025-01-15,324,37,6,5,fulfilled,0,1
R000952,20251222,2025-12-22,203,63,1,8,fulfilled,18,1
R000953,20250128,2025-01-28,298,35,1,5,fulfilled,9,1
R000954,20260302,2026-03-02,319,63,1,8,fulfilled,0,1
R000955,20251010,2025-10-10,366,17,1,3,cancelled,3,1
R000956,20241030,2024-10-30,314,1,3,1,fulfilled,0,1
R000957,20250604,2025-06-04,378,4,5,1,pending,6,1
R000958,20260210,2026-02-10,327,71,1,9,fulfilled,0,1
R000959,20260106,2026-01-06,380,12,2,2,pending,2,1
R000960,20251115,2025-11-15,206,52,4,7,cancelled,3,1
R000961,20250220,2025-02-20,360,55,1,7,pending,3,1
R000962,20260428,2026-04-28,412,25,1,4,fulfilled,8,1
R000963,20241011,2024-10-11,49,20,1,3,fulfilled,6,1
R000964,20250331,2025-03-31,286,28,4,4,fulfilled,0,1
R000965,20251003,2025-10-03,56,36,4,5,fulfilled,0,1
R000966,20250504,2025-05-04,257,49,6,7,fulfilled,0,1
R000967,20260203,2026-02-03,54,49,2,7,fulfilled,0,1
R000968,20251124,2025-11-24,307,11,2,2,pending,8,1
R000969,20250304,2025-03-04,178,40,2,5,fulfilled,4,1
R000970,20250718,2025-07-18,71,11,5,2,cancelled,5,1
R000971,20250119,2025-01-19,347,35,2,5,pending,5,1
R000972,20250506,2025-05-06,186,64,4,8,pending,13,1
R000973,20260115,2026-01-15,206,51,2,7,cancelled,2,1
R000974,20250522,2025-05-22,194,63,3,8,fulfilled,0,1
R000975,20251030,2025-10-30,200,4,2,1,fulfilled,2,1
R000976,20251030,2025-10-30,186,9,3,2,fulfilled,0,1
R000977,20260212,2026-02-12,423,38,3,5,fulfilled,0,1
R000978,20250404,2025-04-04,303,35,1,5,fulfilled,6,1
R000979,20250108,2025-01-08,155,39,1,5,fulfilled,2,1
R000980,20260519,2026-05-19,362,3,1,1,fulfilled,23,1
R000981,20250606,2025-06-06,21,72,1,9,fulfilled,4,1
R000982,20241005,2024-10-05,186,51,1,7,cancelled,11,1
R000983,20260212,2026-02-12,186,23,3,3,fulfilled,0,1
R000984,20240925,2024-09-25,201,31,5,4,fulfilled,3,1
R000985,20251119,2025-11-19,256,59,2,8,fulfilled,0,1
R000986,20250526,2025-05-26,95,41,2,6,fulfilled,5,1
R000987,20260213,2026-02-13,377,66,5,9,pending,1,1
R000988,20260511,2026-05-11,294,12,1,2,fulfilled,24,1
R000989,20241104,2024-11-04,421,33,4,5,fulfilled,9,1
R000990,20250102,2025-01-02,303,40,5,5,fulfilled,10,1
R000991,20251225,2025-12-25,138,15,4,2,cancelled,3,1
R000992,20251201,2025-12-01,86,36,5,5,fulfilled,4,1
R000993,20241002,2024-10-02,217,19,1,3,cancelled,25,1
R000994,20250412,2025-04-12,95,41,2,6,pending,6,1
R000995,20250523,2025-05-23,433,35,1,5,fulfilled,6,1
R000996,20250110,2025-01-10,404,1,3,1,fulfilled,4,1
R000997,20251027,2025-10-27,70,58,1,8,fulfilled,0,1
R000998,20250515,2025-05-15,417,5,5,1,fulfilled,1,1
R000999,20241217,2024-12-17,307,17,2,3,fulfilled,31,1
R001000,20260425,2026-04-25,110,5,4,1,fulfilled,0,1
R001001,20250402,2025-04-02,294,2,6,1,fulfilled,0,1
R001002,20240925,2024-09-25,129,2,6,1,fulfilled,0,1
R001003,20260206,2026-02-06,58,33,4,5,fulfilled,1,1
R001004,20260216,2026-02-16,136,41,4,6,fulfilled,14,1
R001005,20260527,2026-05-27,186,28,4,4,fulfilled,7,1
R001006,20241223,2024-12-23,377,33,3,5,fulfilled,0,1
R001007,20260309,2026-03-09,114,42,2,6,pending,5,1
R001008,20250612,2025-06-12,414,20,1,3,cancelled,13,1
R001009,20250402,2025-04-02,31,11,2,2,pending,8,1
R001010,20250303,2025-03-03,138,17,2,3,cancelled,21,1
R001011,20241011,2024-10-11,417,11,3,2,pending,9,1
R001012,20250205,2025-02-05,316,51,3,7,fulfilled,0,1
R001013,20251126,2025-11-26,363,28,5,4,pending,4,1
R001014,20240923,2024-09-23,398,42,2,6,fulfilled,6,1
R001015,20250307,2025-03-07,89,21,2,3,fulfilled,0,1
R001016,20240930,2024-09-30,411,63,5,8,fulfilled,0,1
R001017,20250630,2025-06-30,389,1,3,1,fulfilled,0,1
R001018,20260424,2026-04-24,321,9,5,2,cancelled,12,1
R001019,20251203,2025-12-03,449,51,4,7,pending,6,1
R001020,20241205,2024-12-05,432,25,6,4,fulfilled,0,1
R001021,20260115,2026-01-15,173,25,2,4,fulfilled,9,1
R001022,20251014,2025-10-14,385,37,1,5,fulfilled,0,1
R001023,20250801,2025-08-01,88,4,5,1,pending,17,1
R001024,20260511,2026-05-11,194,17,1,3,pending,13,1
R001025,20241003,2024-10-03,346,7,1,1,fulfilled,0,1
R001026,20241022,2024-10-22,294,18,2,3,fulfilled,9,1
R001027,20260114,2026-01-14,249,36,3,5,fulfilled,0,1
R001028,20260303,2026-03-03,71,18,3,3,fulfilled,0,1
R001029,20251112,2025-11-12,218,42,3,6,fulfilled,0,1
R001030,20250325,2025-03-25,17,17,2,3,fulfilled,5,1
R001031,20250603,2025-06-03,202,4,6,1,fulfilled,23,1
R001032,20251222,2025-12-22,162,58,5,8,fulfilled,2,1
R001033,20260220,2026-02-20,341,72,4,9,fulfilled,0,1
R001034,20260513,2026-05-13,405,55,3,7,fulfilled,0,1
R001035,20260427,2026-04-27,426,25,5,4,fulfilled,8,1
R001036,20260111,2026-01-11,258,17,5,3,fulfilled,21,1
R001037,20260216,2026-02-16,333,28,1,4,fulfilled,11,1
R001038,20251022,2025-10-22,165,40,4,5,cancelled,1,1
R001039,20260529,2026-05-29,234,23,1,3,cancelled,7,1
R001040,20241210,2024-12-10,306,4,2,1,pending,7,1
R001041,20250414,2025-04-14,38,25,2,4,fulfilled,5,1
R001042,20260113,2026-01-13,70,64,1,8,fulfilled,4,1
R001043,20250220,2025-02-20,201,25,5,4,cancelled,8,1
R001044,20241202,2024-12-02,260,9,4,2,cancelled,15,1
R001045,20251215,2025-12-15,71,40,4,5,fulfilled,3,1
R001046,20241103,2024-11-03,163,31,1,4,fulfilled,12,1
R001047,20250910,2025-09-10,292,17,4,3,pending,10,1
R001048,20241212,2024-12-12,196,31,1,4,cancelled,12,1
R001049,20251118,2025-11-18,446,44,2,6,fulfilled,3,1
R001050,20241007,2024-10-07,88,25,3,4,fulfilled,0,1
R001051,20241210,2024-12-10,193,25,1,4,cancelled,12,1
R001052,20260110,2026-01-10,183,2,1,1,pending,10,1
R001053,20250107,2025-01-07,170,30,1,4,fulfilled,2,1
R001054,20251024,2025-10-24,380,17,2,3,pending,14,1
R001055,20250917,2025-09-17,95,58,2,8,fulfilled,0,1
R001056,20250728,2025-07-28,237,5,3,1,fulfilled,0,1
R001057,20250910,2025-09-10,162,46,3,6,fulfilled,0,1
R001058,20241108,2024-11-08,125,55,5,7,fulfilled,0,1
R001059,20251207,2025-12-07,69,8,1,1,fulfilled,11,1
R001060,20250221,2025-02-21,237,72,3,9,fulfilled,0,1
R001061,20260122,2026-01-22,347,52,5,7,fulfilled,6,1
R001062,20250612,2025-06-12,68,14,2,2,fulfilled,4,1
R001063,20250930,2025-09-30,38,51,2,7,pending,1,1
R001064,20260403,2026-04-03,314,28,3,4,fulfilled,0,1
R001065,20250207,2025-02-07,2,26,1,4,fulfilled,9,1
R001066,20241002,2024-10-02,162,40,1,5,fulfilled,8,1
R001067,20260514,2026-05-14,12,35,1,5,fulfilled,9,1
R001068,20250221,2025-02-21,395,66,1,9,fulfilled,0,1
R001069,20251205,2025-12-05,82,9,5,2,cancelled,8,1
R001070,20260417,2026-04-17,187,25,2,4,fulfilled,6,1
R001071,20260525,2026-05-25,249,38,1,5,fulfilled,10,1
R001072,20250506,2025-05-06,392,3,3,1,fulfilled,1,1
R001073,20260127,2026-01-27,49,53,1,7,fulfilled,0,1
R001074,20251006,2025-10-06,315,19,1,3,fulfilled,5,1
R001075,20251119,2025-11-19,343,1,3,1,fulfilled,5,1
R001076,20250908,2025-09-08,443,40,5,5,fulfilled,13,1
R001077,20260511,2026-05-11,108,31,5,4,fulfilled,3,1
R001078,20260513,2026-05-13,326,4,1,1,cancelled,22,1
R001079,20251222,2025-12-22,426,51,5,7,fulfilled,2,1
R001080,20251121,2025-11-21,317,30,3,4,fulfilled,0,1
R001081,20240930,2024-09-30,50,66,1,9,fulfilled,0,1
R001082,20241209,2024-12-09,129,27,6,4,fulfilled,0,1
R001083,20250604,2025-06-04,262,66,2,9,fulfilled,0,1
R001084,20240907,2024-09-07,99,41,4,6,pending,10,1
R001085,20241210,2024-12-10,342,15,5,2,fulfilled,9,1
R001086,20250219,2025-02-19,200,19,3,3,fulfilled,0,1
R001087,20250303,2025-03-03,431,9,3,2,fulfilled,0,1
R001088,20250531,2025-05-31,313,26,3,4,fulfilled,0,1
R001089,20241217,2024-12-17,305,17,6,3,fulfilled,4,1
R001090,20260114,2026-01-14,389,41,6,6,fulfilled,0,1
R001091,20260308,2026-03-08,223,7,6,1,fulfilled,0,1
R001092,20260410,2026-04-10,234,7,1,1,fulfilled,0,1
R001093,20250307,2025-03-07,235,8,5,1,fulfilled,0,1
R001094,20240930,2024-09-30,389,47,6,6,fulfilled,0,1
R001095,20250313,2025-03-13,153,7,1,1,fulfilled,0,1
R001096,20250919,2025-09-19,415,3,1,1,fulfilled,8,1
R001097,20260220,2026-02-20,138,52,4,7,cancelled,4,1
R001098,20260403,2026-04-03,265,40,3,5,fulfilled,0,1
R001099,20260326,2026-03-26,173,17,3,3,pending,3,1
R001100,20241201,2024-12-01,363,41,2,6,cancelled,3,1
R001101,20250206,2025-02-06,446,42,5,6,fulfilled,5,1
R001102,20260121,2026-01-21,252,50,2,7,fulfilled,1,1
R001103,20251205,2025-12-05,250,51,4,7,fulfilled,3,1
R001104,20250524,2025-05-24,252,15,2,2,fulfilled,6,1
R001105,20260531,2026-05-31,206,49,1,7,fulfilled,9,1
R001106,20250502,2025-05-02,333,3,1,1,pending,5,1
R001107,20260220,2026-02-20,352,4,4,1,fulfilled,9,1
R001108,20250923,2025-09-23,298,51,2,7,fulfilled,2,1
R001109,20250619,2025-06-19,39,54,3,7,fulfilled,0,1
R001110,20241218,2024-12-18,153,17,2,3,pending,29,1
R001111,20260515,2026-05-15,265,42,3,6,fulfilled,0,1
R001112,20251003,2025-10-03,61,13,1,2,fulfilled,0,1
R001113,20251106,2025-11-06,292,4,3,1,fulfilled,0,1
R001114,20260117,2026-01-17,71,69,1,9,cancelled,12,1
R001115,20250303,2025-03-03,407,11,2,2,fulfilled,12,1
R001116,20241108,2024-11-08,441,41,1,6,cancelled,3,1
R001117,20241207,2024-12-07,153,25,2,4,pending,6,1
R001118,20251205,2025-12-05,267,51,5,7,cancelled,2,1
R001119,20251218,2025-12-18,322,37,5,5,fulfilled,10,1
R001120,20250425,2025-04-25,204,11,5,2,fulfilled,6,1
R001121,20241021,2024-10-21,186,16,3,2,cancelled,3,1
R001122,20241231,2024-12-31,376,68,5,9,pending,3,1
R001123,20260515,2026-05-15,287,41,1,6,pending,5,1
R001124,20260406,2026-04-06,79,49,2,7,fulfilled,0,1
R001125,20250902,2025-09-02,421,69,2,9,fulfilled,0,1
R001126,20241212,2024-12-12,318,46,5,6,pending,11,1
R001127,20260209,2026-02-09,423,47,2,6,fulfilled,0,1
R001128,20250906,2025-09-06,136,68,1,9,fulfilled,0,1
R001129,20250611,2025-06-11,204,1,5,1,fulfilled,9,1
R001130,20251117,2025-11-17,211,15,4,2,cancelled,5,1
R001131,20251210,2025-12-10,66,12,2,2,cancelled,14,1
R001132,20250227,2025-02-27,113,64,1,8,fulfilled,9,1
R001133,20251106,2025-11-06,395,67,1,9,fulfilled,0,1
R001134,20241223,2024-12-23,126,50,2,7,fulfilled,1,1
R001135,20260530,2026-05-30,61,4,1,1,cancelled,10,1
R001136,20250920,2025-09-20,378,20,1,3,fulfilled,2,1
R001137,20251006,2025-10-06,416,65,2,9,fulfilled,0,1
R001138,20260525,2026-05-25,400,17,1,3,cancelled,9,1
R001139,20250925,2025-09-25,307,12,2,2,fulfilled,1,1
R001140,20250923,2025-09-23,234,11,2,2,fulfilled,6,1
R001141,20251207,2025-12-07,164,25,2,4,pending,20,1
R001142,20251027,2025-10-27,171,31,6,4,cancelled,2,1
R001143,20251023,2025-10-23,91,43,1,6,pending,7,1
R001144,20240910,2024-09-10,414,31,1,4,fulfilled,10,1
R001145,20251219,2025-12-19,321,3,1,1,pending,3,1
R001146,20250716,2025-07-16,251,25,4,4,pending,5,1
R001147,20241021,2024-10-21,126,41,2,6,fulfilled,16,1
R001148,20241226,2024-12-26,123,36,1,5,pending,8,1
R001149,20241012,2024-10-12,255,52,1,7,fulfilled,5,1
R001150,20250411,2025-04-11,243,33,1,5,fulfilled,2,1
R001151,20250131,2025-01-31,400,31,1,4,pending,4,1
R001152,20260519,2026-05-19,433,35,1,5,fulfilled,4,1
R001153,20260122,2026-01-22,283,17,1,3,fulfilled,17,1
R001154,20250310,2025-03-10,363,46,1,6,fulfilled,0,1
R001155,20260216,2026-02-16,273,5,5,1,fulfilled,0,1
R001156,20251215,2025-12-15,129,37,6,5,fulfilled,0,1
R001157,20250609,2025-06-09,140,35,3,5,fulfilled,0,1
R001158,20260420,2026-04-20,320,26,5,4,fulfilled,2,1
R001159,20240926,2024-09-26,20,33,3,5,fulfilled,0,1
R001160,20251022,2025-10-22,321,14,1,2,fulfilled,6,1
R001161,20251212,2025-12-12,319,33,5,5,fulfilled,2,1
R001162,20260213,2026-02-13,71,42,3,6,cancelled,2,1
R001163,20251117,2025-11-17,368,11,2,2,cancelled,13,1
R001164,20250922,2025-09-22,32,3,4,1,fulfilled,4,1
R001165,20250828,2025-08-28,103,4,2,1,fulfilled,16,1
R001166,20250608,2025-06-08,95,19,2,3,fulfilled,9,1
R001167,20251112,2025-11-12,80,52,1,7,fulfilled,5,1
R001168,20250116,2025-01-16,278,18,2,3,cancelled,12,1
R001169,20251020,2025-10-20,362,15,1,2,fulfilled,12,1
R001170,20250606,2025-06-06,260,31,4,4,fulfilled,5,1
R001171,20251224,2025-12-24,187,42,2,6,cancelled,3,1
R001172,20251219,2025-12-19,407,51,2,7,fulfilled,12,1
R001173,20260409,2026-04-09,187,41,5,6,cancelled,9,1
R001174,20250210,2025-02-10,278,32,2,4,fulfilled,0,1
R001175,20250401,2025-04-01,417,51,1,7,fulfilled,8,1
R001176,20251124,2025-11-24,377,64,3,8,pending,6,1
R001177,20241222,2024-12-22,165,40,1,5,pending,3,1
R001178,20251211,2025-12-11,228,40,1,5,cancelled,15,1
R001179,20250917,2025-09-17,232,51,1,7,pending,8,1
R001180,20241106,2024-11-06,316,10,3,2,fulfilled,0,1
R001181,20251124,2025-11-24,38,38,2,5,fulfilled,0,1
R001182,20250910,2025-09-10,393,47,6,6,fulfilled,0,1
R001183,20250227,2025-02-27,307,19,4,3,pending,3,1
R001184,20250515,2025-05-15,307,3,2,1,cancelled,2,1
R001185,20250529,2025-05-29,23,9,6,2,fulfilled,3,1
R001186,20260513,2026-05-13,113,64,1,8,fulfilled,10,1
R001187,20260504,2026-05-04,211,11,4,2,cancelled,3,1
R001188,20241208,2024-12-08,44,65,1,9,fulfilled,0,1
R001189,20250626,2025-06-26,346,7,5,1,fulfilled,0,1
R001190,20250116,2025-01-16,193,4,2,1,fulfilled,10,1
R001191,20250227,2025-02-27,353,28,5,4,fulfilled,0,1
R001192,20251113,2025-11-13,137,33,2,5,fulfilled,0,1
R001193,20240919,2024-09-19,441,15,1,2,cancelled,7,1
R001194,20260306,2026-03-06,234,25,5,4,fulfilled,8,1
R001195,20250919,2025-09-19,17,9,2,2,fulfilled,9,1
R001196,20260119,2026-01-19,234,25,2,4,cancelled,8,1
R001197,20241223,2024-12-23,305,7,6,1,pending,2,1
R001198,20251229,2025-12-29,70,63,3,8,fulfilled,0,1
R001199,20260525,2026-05-25,25,63,1,8,fulfilled,4,1
R001200,20251013,2025-10-13,246,31,2,4,fulfilled,4,1
R001201,20260117,2026-01-17,262,65,5,9,fulfilled,4,1
R001202,20260109,2026-01-09,203,65,1,9,pending,6,1
R001203,20251010,2025-10-10,245,11,1,2,pending,10,1
R001204,20260105,2026-01-05,402,47,5,6,pending,28,1
R001205,20250625,2025-06-25,71,15,3,2,fulfilled,0,1
R001206,20251223,2025-12-23,417,19,5,3,cancelled,12,1
R001207,20241129,2024-11-29,114,70,2,9,fulfilled,0,1
R001208,20250930,2025-09-30,289,69,1,9,fulfilled,0,1
R001209,20251014,2025-10-14,238,64,5,8,pending,14,1
R001210,20250617,2025-06-17,343,52,3,7,fulfilled,0,1
R001211,20241210,2024-12-10,178,31,2,4,fulfilled,5,1
R001212,20250605,2025-06-05,433,30,2,4,fulfilled,3,1
R001213,20260527,2026-05-27,71,71,5,9,fulfilled,4,1
R001214,20250411,2025-04-11,292,12,4,2,fulfilled,13,1
R001215,20260529,2026-05-29,255,42,1,6,fulfilled,5,1
R001216,20260114,2026-01-14,7,19,2,3,pending,12,1
R001217,20250425,2025-04-25,95,15,2,2,fulfilled,12,1
R001218,20251125,2025-11-25,426,51,5,7,cancelled,8,1
R001219,20250109,2025-01-09,234,55,1,7,cancelled,4,1
R001220,20241203,2024-12-03,162,33,3,5,fulfilled,0,1
R001221,20260123,2026-01-23,216,33,2,5,fulfilled,4,1
R001222,20260114,2026-01-14,58,29,4,4,fulfilled,9,1
R001223,20250623,2025-06-23,421,15,2,2,fulfilled,5,1
R001224,20251224,2025-12-24,186,25,3,4,fulfilled,6,1
R001225,20250717,2025-07-17,337,64,5,8,pending,1,1
R001226,20251128,2025-11-28,39,2,3,1,fulfilled,0,1
R001227,20241108,2024-11-08,365,4,2,1,fulfilled,4,1
R001228,20251110,2025-11-10,191,66,1,9,fulfilled,0,1
R001229,20260514,2026-05-14,264,54,2,7,fulfilled,2,1
R001230,20241009,2024-10-09,392,4,3,1,fulfilled,0,1
R001231,20260414,2026-04-14,263,4,2,1,fulfilled,4,1
R001232,20250511,2025-05-11,343,49,1,7,fulfilled,8,1
R001233,20250506,2025-05-06,18,30,2,4,fulfilled,8,1
R001234,20251219,2025-12-19,258,42,5,6,pending,30,1
R001235,20260419,2026-04-19,232,51,1,7,fulfilled,8,1
R001236,20241224,2024-12-24,183,35,1,5,cancelled,11,1
R001237,20250606,2025-06-06,70,35,1,5,cancelled,15,1
R001238,20241202,2024-12-02,15,9,2,2,fulfilled,2,1
R001239,20250129,2025-01-29,227,42,6,6,fulfilled,0,1
R001240,20251007,2025-10-07,173,49,3,7,fulfilled,0,1
R001241,20260521,2026-05-21,12,1,1,1,pending,8,1
R001242,20250501,2025-05-01,363,2,1,1,pending,11,1
R001243,20240923,2024-09-23,421,64,2,8,fulfilled,0,1
R001244,20260109,2026-01-09,49,1,1,1,cancelled,9,1
R001245,20240910,2024-09-10,370,15,1,2,fulfilled,5,1
R001246,20250316,2025-03-16,89,11,2,2,fulfilled,17,1
R001247,20251022,2025-10-22,138,51,1,7,fulfilled,9,1
R001248,20241004,2024-10-04,69,64,1,8,fulfilled,1,1
R001249,20251217,2025-12-17,274,40,5,5,pending,2,1
R001250,20250416,2025-04-16,193,54,2,7,fulfilled,0,1
R001251,20250107,2025-01-07,398,41,2,6,fulfilled,3,1
R001252,20241022,2024-10-22,289,41,2,6,fulfilled,3,1
R001253,20260202,2026-02-02,129,64,6,8,fulfilled,0,1
R001254,20241225,2024-12-25,356,41,1,6,pending,6,1
R001255,20260501,2026-05-01,394,41,3,6,fulfilled,3,1
R001256,20241029,2024-10-29,139,19,1,3,pending,11,1
R001257,20250408,2025-04-08,186,49,5,7,fulfilled,2,1
R001258,20260504,2026-05-04,337,28,1,4,fulfilled,6,1
R001259,20250617,2025-06-17,324,37,6,5,fulfilled,0,1
R001260,20240906,2024-09-06,395,40,1,5,fulfilled,6,1
R001261,20241127,2024-11-27,308,35,2,5,fulfilled,2,1
R001262,20250528,2025-05-28,129,41,6,6,fulfilled,0,1
R001263,20260512,2026-05-12,194,11,1,2,fulfilled,40,1
R001264,20241002,2024-10-02,197,49,5,7,fulfilled,2,1
R001265,20260425,2026-04-25,195,72,4,9,fulfilled,0,1
R001266,20250605,2025-06-05,133,69,6,9,fulfilled,0,1
R001267,20251010,2025-10-10,249,49,3,7,fulfilled,0,1
R001268,20250602,2025-06-02,238,54,2,7,fulfilled,4,1
R001269,20250609,2025-06-09,285,11,3,2,pending,2,1
R001270,20251125,2025-11-25,432,2,6,1,cancelled,4,1
R001271,20251101,2025-11-01,24,64,1,8,fulfilled,1,1
R001272,20251212,2025-12-12,372,19,2,3,cancelled,11,1
R001273,20250115,2025-01-15,194,19,1,3,pending,27,1
R001274,20260319,2026-03-19,58,28,4,4,fulfilled,0,1
R001275,20260123,2026-01-23,377,46,3,6,fulfilled,0,1
R001276,20241025,2024-10-25,260,17,5,3,fulfilled,9,1
R001277,20250519,2025-05-19,155,11,3,2,fulfilled,11,1
R001278,20250303,2025-03-03,154,66,2,9,fulfilled,0,1
R001279,20241209,2024-12-09,167,50,2,7,pending,1,1
R001280,20251218,2025-12-18,429,69,5,9,fulfilled,21,1
R001281,20260518,2026-05-18,97,25,6,4,fulfilled,0,1
R001282,20241204,2024-12-04,4,64,3,8,cancelled,2,1
R001283,20250102,2025-01-02,418,65,6,9,fulfilled,0,1
R001284,20251001,2025-10-01,414,11,2,2,cancelled,15,1
R001285,20260326,2026-03-26,273,30,5,4,fulfilled,0,1
R001286,20260501,2026-05-01,344,68,1,9,fulfilled,1,1
R001287,20250609,2025-06-09,213,47,2,6,fulfilled,3,1
R001288,20250218,2025-02-18,23,4,6,1,cancelled,1,1
R001289,20250625,2025-06-25,132,51,3,7,fulfilled,0,1
R001290,20260119,2026-01-19,398,18,2,3,fulfilled,5,1
R001291,20241010,2024-10-10,300,20,4,3,fulfilled,4,1
R001292,20260128,2026-01-28,239,1,3,1,cancelled,3,1
R001293,20240930,2024-09-30,446,68,2,9,fulfilled,0,1
R001294,20250605,2025-06-05,234,12,3,2,fulfilled,15,1
R001295,20260525,2026-05-25,147,17,1,3,fulfilled,8,1
R001296,20260409,2026-04-09,95,63,1,8,fulfilled,0,1
R001297,20241203,2024-12-03,165,30,2,4,fulfilled,1,1
R001298,20260115,2026-01-15,294,66,2,9,fulfilled,0,1
R001299,20241008,2024-10-08,363,46,5,6,fulfilled,0,1
R001300,20260503,2026-05-03,421,52,2,7,cancelled,1,1
R001301,20250531,2025-05-31,255,3,1,1,fulfilled,4,1
R001302,20260403,2026-04-03,146,59,1,8,fulfilled,0,1
R001303,20241226,2024-12-26,399,29,6,4,fulfilled,0,1
R001304,20260113,2026-01-13,398,26,2,4,pending,2,1
