fact_id,source_id,fact_source,event_type,date_id,event_date,is_exam_period_event,user_id,book_id,branch_id,category_id,reservation_status,loan_date,due_date,return_date,loan_duration_days,days_overdue,penalty_amount,wait_days,quantity,total_copies,available_copies,active_loans,utilization_rate,availability_rate,out_of_stock,loan_count_total,loan_count_120d,unsatisfied_reservations,reallocation_priority
F0000552,552,event,loan,20240927,2024-09-27,False,60,1,5,1,,2024-09-27,2024-10-18,2024-10-09,12,0,0,0,1,,,,,,,,,,
F0000553,553,event,loan,20240927,2024-09-27,False,365,9,2,2,,2024-09-27,2024-10-18,2024-10-11,14,0,0,0,1,,,,,,,,,,
F0000554,554,event,loan,20240927,2024-09-27,False,402,42,5,6,,2024-09-27,2024-11-01,2024-11-03,35,2,1,0,1,,,,,,,,,,
F0000555,555,event,loan,20240927,2024-09-27,False,61,49,1,7,,2024-09-27,2024-11-01,2024-10-27,30,0,0,0,1,,,,,,,,,,
F0000556,556,event,loan,20240928,2024-09-28,False,398,9,1,2,,2024-09-28,2024-11-02,2024-10-28,30,0,0,0,1,,,,,,,,,,
F0000557,557,event,loan,20240928,2024-09-28,False,83,11,2,2,,2024-09-28,2024-10-19,2024-10-08,10,0,0,0,1,,,,,,,,,,
F0000558,558,event,loan,20240928,2024-09-28,False,26,64,5,8,,2024-09-28,2024-10-19,2024-10-15,17,0,0,0,1,,,,,,,,,,
F0000559,559,event,loan,20240928,2024-09-28,False,421,69,2,9,,2024-09-28,2024-11-02,2024-10-26,25,3,1.5,0,1,,,,,,,,,,
F0000560,560,event,loan,20240928,2024-09-28,False,171,1,6,1,,2024-09-28,2024-10-19,2024-10-26,15,13,6.5,0,1,,,,,,,,,,
F0000561,561,event,loan,20240928,2024-09-28,False,55,43,5,6,,2024-09-28,2024-10-19,2024-10-16,8,10,5,0,1,,,,,,,,,,
F0000562,562,event,loan,20240928,2024-09-28,False,365,61,2,8,,2024-09-28,2024-10-19,2024-10-19,21,0,0,0,1,,,,,,,,,,
F0000563,563,event,loan,20240928,2024-09-28,False,332,1,1,1,,2024-09-28,2024-10-19,2024-10-15,17,0,0,0,1,,,,,,,,,,
F0000564,564,event,loan,20240928,2024-09-28,False,220,25,4,4,,2024-09-28,2024-11-02,2024-10-29,31,0,0,0,1,,,,,,,,,,
F0000565,565,event,loan,20240928,2024-09-28,False,427,11,3,2,,2024-09-28,2024-10-19,2024-10-14,16,0,0,0,1,,,,,,,,,,
F0000566,566,event,loan,20240929,2024-09-29,False,318,42,3,6,,2024-09-29,2024-10-20,2024-10-15,11,5,2.5,0,1,,,,,,,,,,
F0000567,567,event,loan,20240929,2024-09-29,False,387,17,3,3,,2024-09-29,2024-10-20,2024-10-15,16,0,0,0,1,,,,,,,,,,
F0000568,568,event,loan,20240929,2024-09-29,False,379,15,1,2,,2024-09-29,2024-10-20,2024-10-20,19,2,1,0,1,,,,,,,,,,
F0000569,569,event,loan,20240929,2024-09-29,False,155,25,1,4,,2024-09-29,2024-11-03,2024-11-01,33,0,0,0,1,,,,,,,,,,
F0000570,570,event,loan,20240929,2024-09-29,False,418,66,6,9,,2024-09-29,2024-11-03,2024-10-26,27,0,0,0,1,,,,,,,,,,
F0000571,571,event,loan,20240930,2024-09-30,False,212,34,5,5,,2024-09-30,2024-11-04,2024-10-29,29,0,0,0,1,,,,,,,,,,
F0000572,572,event,loan,20240930,2024-09-30,False,162,33,3,5,,2024-09-30,2024-11-04,2024-10-30,30,0,0,0,1,,,,,,,,,,
F0000573,573,event,loan,20240930,2024-09-30,False,235,1,2,1,,2024-09-30,2024-10-21,2024-10-23,21,2,1,0,1,,,,,,,,,,
F0000574,574,event,loan,20240930,2024-09-30,False,93,54,5,7,,2024-09-30,2024-11-04,2024-10-30,30,0,0,0,1,,,,,,,,,,
F0000575,575,event,loan,20240930,2024-09-30,False,60,17,2,3,,2024-09-30,2024-10-21,2024-10-17,10,7,3.5,0,1,,,,,,,,,,
F0000576,576,event,loan,20240930,2024-09-30,False,15,22,2,3,,2024-09-30,2024-10-21,2024-10-11,11,0,0,0,1,,,,,,,,,,
F0000577,577,event,loan,20240930,2024-09-30,False,152,47,3,6,,2024-09-30,2024-10-21,2024-10-11,11,0,0,0,1,,,,,,,,,,
F0000578,578,event,loan,20240930,2024-09-30,False,294,25,1,4,,2024-09-30,2024-11-04,2024-11-02,33,0,0,0,1,,,,,,,,,,
F0000579,579,event,loan,20240930,2024-09-30,False,435,11,4,2,,2024-09-30,2024-10-21,2024-10-06,6,0,0,0,1,,,,,,,,,,
F0000580,580,event,loan,20240930,2024-09-30,False,43,6,2,1,,2024-09-30,2024-10-21,2024-10-06,6,0,0,0,1,,,,,,,,,,
F0000581,581,event,loan,20240930,2024-09-30,False,297,1,5,1,,2024-09-30,2024-10-21,2024-10-14,14,0,0,0,1,,,,,,,,,,
F0000582,582,event,loan,20240930,2024-09-30,False,302,51,5,7,,2024-09-30,2024-10-21,2024-10-24,6,18,9,0,1,,,,,,,,,,
F0000583,583,event,loan,20240930,2024-09-30,False,196,19,1,3,,2024-09-30,2024-11-04,2024-11-03,30,4,2,0,1,,,,,,,,,,
F0000584,584,event,loan,20240930,2024-09-30,False,316,51,5,7,,2024-09-30,2024-11-04,2024-10-27,25,2,1,0,1,,,,,,,,,,
F0000585,585,event,loan,20240930,2024-09-30,False,205,51,6,7,,2024-09-30,2024-10-21,2024-10-15,15,0,0,0,1,,,,,,,,,,
F0000586,586,event,loan,20240930,2024-09-30,False,371,6,3,1,,2024-09-30,2024-11-04,2024-11-02,33,0,0,0,1,,,,,,,,,,
F0000587,587,event,loan,20240930,2024-09-30,False,80,51,4,7,,2024-09-30,2024-10-21,2024-10-21,12,9,4.5,0,1,,,,,,,,,,
F0000588,588,event,loan,20240930,2024-09-30,False,407,51,1,7,,2024-09-30,2024-10-21,2024-10-23,23,0,0,0,1,,,,,,,,,,
F0000589,589,event,loan,20241001,2024-10-01,False,253,4,6,1,,2024-10-01,2024-10-22,2024-10-22,21,0,0,0,1,,,,,,,,,,
F0000590,590,event,loan,20241001,2024-10-01,False,88,8,2,1,,2024-10-01,2024-11-05,2024-10-21,20,0,0,0,1,,,,,,,,,,
F0000591,591,event,loan,20241001,2024-10-01,False,335,10,2,2,,2024-10-01,2024-10-22,2024-10-25,24,0,0,0,1,,,,,,,,,,
F0000592,592,event,loan,20241001,2024-10-01,False,79,51,2,7,,2024-10-01,2024-10-22,2024-10-19,18,0,0,0,1,,,,,,,,,,
F0000593,593,event,loan,20241001,2024-10-01,False,437,12,5,2,,2024-10-01,2024-10-22,2024-10-16,15,0,0,0,1,,,,,,,,,,
F0000594,594,event,loan,20241001,2024-10-01,False,27,55,5,7,,2024-10-01,2024-10-22,2024-10-09,8,0,0,0,1,,,,,,,,,,
F0000595,595,event,loan,20241001,2024-10-01,False,219,42,4,6,,2024-10-01,2024-10-22,2024-10-12,11,0,0,0,1,,,,,,,,,,
F0000596,596,event,loan,20241001,2024-10-01,False,55,27,5,4,,2024-10-01,2024-10-22,2024-10-16,15,0,0,0,1,,,,,,,,,,
F0000597,597,event,loan,20241001,2024-10-01,False,99,42,3,6,,2024-10-01,2024-10-22,2024-10-11,10,0,0,0,1,,,,,,,,,,
F0000598,598,event,loan,20241001,2024-10-01,False,379,39,1,5,,2024-10-01,2024-10-22,2024-10-22,21,0,0,0,1,,,,,,,,,,
F0000599,599,event,loan,20241001,2024-10-01,False,144,18,2,3,,2024-10-01,2024-10-22,2024-10-20,19,0,0,0,1,,,,,,,,,,
F0000600,600,event,loan,20241001,2024-10-01,False,369,22,6,3,,2024-10-01,2024-10-22,2024-10-28,18,9,4.5,0,1,,,,,,,,,,
F0000601,601,event,loan,20241001,2024-10-01,False,95,41,2,6,,2024-10-01,2024-10-22,2024-10-21,20,0,0,0,1,,,,,,,,,,
F0000602,602,event,loan,20241001,2024-10-01,False,222,16,1,2,,2024-10-01,2024-11-05,2024-11-06,36,0,0,0,1,,,,,,,,,,
F0000603,603,event,loan,20241001,2024-10-01,False,65,31,1,4,,2024-10-01,2024-10-22,2024-10-23,22,0,0,0,1,,,,,,,,,,
F0000604,604,event,loan,20241001,2024-10-01,False,368,17,5,3,,2024-10-01,2024-10-22,2024-10-11,10,0,0,0,1,,,,,,,,,,
F0000605,605,event,loan,20241001,2024-10-01,False,392,5,1,1,,2024-10-01,2024-10-22,2024-10-26,25,0,0,0,1,,,,,,,,,,
F0000606,606,event,loan,20241001,2024-10-01,False,162,40,2,5,,2024-10-01,2024-11-05,2024-11-04,34,0,0,0,1,,,,,,,,,,
F0000607,607,event,loan,20241001,2024-10-01,False,273,42,5,6,,2024-10-01,2024-10-22,2024-10-09,8,0,0,0,1,,,,,,,,,,
F0000608,608,event,loan,20241001,2024-10-01,False,333,3,1,1,,2024-10-01,2024-11-05,2024-11-05,35,0,0,0,1,,,,,,,,,,
F0000609,609,event,loan,20241001,2024-10-01,False,47,42,2,6,,2024-10-01,2024-10-22,2024-10-16,15,0,0,0,1,,,,,,,,,,
F0000610,610,event,loan,20241001,2024-10-01,False,200,5,2,1,,2024-10-01,2024-10-22,2024-10-12,8,3,1.5,0,1,,,,,,,,,,
F0000611,611,event,loan,20241001,2024-10-01,False,303,40,1,5,,2024-10-01,2024-11-05,2024-11-02,32,0,0,0,1,,,,,,,,,,
F0000612,612,event,loan,20241002,2024-10-02,False,151,11,2,2,,2024-10-02,2024-10-23,2024-10-28,23,3,1.5,0,1,,,,,,,,,,
F0000613,613,event,loan,20241002,2024-10-02,False,402,41,5,6,,2024-10-02,2024-11-06,2024-11-09,38,0,0,0,1,,,,,,,,,,
F0000614,614,event,loan,20241002,2024-10-02,False,442,35,5,5,,2024-10-02,2024-10-23,2024-10-22,20,0,0,0,1,,,,,,,,,,
F0000615,615,event,loan,20241002,2024-10-02,False,376,38,4,5,,2024-10-02,2024-10-23,2024-10-15,13,0,0,0,1,,,,,,,,,,
F0000616,616,event,loan,20241002,2024-10-02,False,354,2,2,1,,2024-10-02,2024-10-23,2024-10-18,12,4,2,0,1,,,,,,,,,,
F0000617,617,event,loan,20241002,2024-10-02,False,300,24,1,3,,2024-10-02,2024-10-23,2024-10-09,7,0,0,0,1,,,,,,,,,,
F0000618,618,event,loan,20241002,2024-10-02,False,205,65,2,9,,2024-10-02,2024-10-23,2024-10-26,14,10,5,0,1,,,,,,,,,,
F0000619,619,event,loan,20241002,2024-10-02,False,355,11,4,2,,2024-10-02,2024-10-23,2024-10-21,19,0,0,0,1,,,,,,,,,,
F0000620,620,event,loan,20241002,2024-10-02,False,117,3,1,1,,2024-10-02,2024-10-23,2024-10-30,28,0,0,0,1,,,,,,,,,,
F0000621,621,event,loan,20241002,2024-10-02,False,203,69,1,9,,2024-10-02,2024-11-06,2024-10-26,24,0,0,0,1,,,,,,,,,,
F0000622,622,event,loan,20241002,2024-10-02,False,399,7,1,1,,2024-10-02,2024-10-23,2024-10-19,14,3,1.5,0,1,,,,,,,,,,
F0000623,623,event,loan,20241002,2024-10-02,False,430,34,1,5,,2024-10-02,2024-11-06,2024-11-03,32,0,0,0,1,,,,,,,,,,
F0000624,624,event,loan,20241002,2024-10-02,False,68,25,3,4,,2024-10-02,2024-10-23,2024-11-01,19,11,5.5,0,1,,,,,,,,,,
F0000625,625,event,loan,20241002,2024-10-02,False,349,1,6,1,,2024-10-02,2024-10-23,2024-10-21,19,0,0,0,1,,,,,,,,,,
F0000626,626,event,loan,20241002,2024-10-02,False,351,40,1,5,,2024-10-02,2024-10-23,2024-11-02,22,9,4.5,0,1,,,,,,,,,,
F0000627,627,event,loan,20241002,2024-10-02,False,35,17,4,3,,2024-10-02,2024-10-23,2024-10-14,12,0,0,0,1,,,,,,,,,,
F0000628,628,event,loan,20241002,2024-10-02,False,226,63,3,8,,2024-10-02,2024-10-23,2024-10-11,9,0,0,0,1,,,,,,,,,,
F0000629,629,event,loan,20241002,2024-10-02,False,127,4,5,1,,2024-10-02,2024-10-23,2024-10-15,13,0,0,0,1,,,,,,,,,,
F0000630,630,event,loan,20241002,2024-10-02,False,316,40,3,5,,2024-10-02,2024-11-06,2024-10-28,26,0,0,0,1,,,,,,,,,,
F0000631,631,event,loan,20241002,2024-10-02,False,158,11,5,2,,2024-10-02,2024-10-23,2024-10-16,14,0,0,0,1,,,,,,,,,,
F0000632,632,event,loan,20241002,2024-10-02,False,87,26,6,4,,2024-10-02,2024-10-23,2024-10-19,13,4,2,0,1,,,,,,,,,,
F0000633,633,event,loan,20241003,2024-10-03,False,369,9,6,2,,2024-10-03,2024-10-24,2024-10-18,15,0,0,0,1,,,,,,,,,,
F0000634,634,event,loan,20241003,2024-10-03,False,249,37,3,5,,2024-10-03,2024-11-07,2024-11-05,33,0,0,0,1,,,,,,,,,,
F0000635,635,event,loan,20241003,2024-10-03,False,126,47,2,6,,2024-10-03,2024-10-24,2024-10-25,22,0,0,0,1,,,,,,,,,,
F0000636,636,event,loan,20241003,2024-10-03,False,5,4,4,1,,2024-10-03,2024-11-07,2024-11-03,31,0,0,0,1,,,,,,,,,,
F0000637,637,event,loan,20241003,2024-10-03,False,333,2,1,1,,2024-10-03,2024-11-07,2024-11-11,39,0,0,0,1,,,,,,,,,,
F0000638,638,event,loan,20241003,2024-10-03,False,305,26,6,4,,2024-10-03,2024-11-07,2024-11-07,35,0,0,0,1,,,,,,,,,,
F0000639,639,event,loan,20241003,2024-10-03,False,440,40,2,5,,2024-10-03,2024-10-24,2024-10-17,12,2,1,0,1,,,,,,,,,,
F0000640,640,event,loan,20241003,2024-10-03,False,292,18,4,3,,2024-10-03,2024-11-07,2024-11-02,30,0,0,0,1,,,,,,,,,,
F0000641,641,event,loan,20241003,2024-10-03,False,308,58,2,8,,2024-10-03,2024-10-24,2024-10-14,11,0,0,0,1,,,,,,,,,,
F0000642,642,event,loan,20241003,2024-10-03,False,3,2,3,1,,2024-10-03,2024-11-07,2024-10-26,18,5,2.5,0,1,,,,,,,,,,
F0000643,643,event,loan,20241003,2024-10-03,False,373,4,2,1,,2024-10-03,2024-10-24,2024-10-17,14,0,0,0,1,,,,,,,,,,
F0000644,644,event,loan,20241003,2024-10-03,False,24,34,1,5,,2024-10-03,2024-10-24,2024-10-23,20,0,0,0,1,,,,,,,,,,
F0000645,645,event,loan,20241003,2024-10-03,False,235,55,4,7,,2024-10-03,2024-10-24,2024-10-11,8,0,0,0,1,,,,,,,,,,
F0000646,646,event,loan,20241003,2024-10-03,False,166,2,2,1,,2024-10-03,2024-10-24,2024-10-17,14,0,0,0,1,,,,,,,,,,
F0000647,647,event,loan,20241003,2024-10-03,False,354,18,2,3,,2024-10-03,2024-10-24,2024-10-08,5,0,0,0,1,,,,,,,,,,
F0000648,648,event,loan,20241003,2024-10-03,False,264,44,3,6,,2024-10-03,2024-10-24,2024-10-17,12,2,1,0,1,,,,,,,,,,
F0000649,649,event,loan,20241003,2024-10-03,False,216,64,1,8,,2024-10-03,2024-10-24,2024-10-22,19,0,0,0,1,,,,,,,,,,
F0000650,650,event,loan,20241003,2024-10-03,False,374,17,5,3,,2024-10-03,2024-10-24,2024-10-06,3,0,0,0,1,,,,,,,,,,
F0000651,651,event,loan,20241003,2024-10-03,False,344,40,2,5,,2024-10-03,2024-11-07,2024-10-28,25,0,0,0,1,,,,,,,,,,
F0000652,652,event,loan,20241004,2024-10-04,False,52,33,1,5,,2024-10-04,2024-10-25,2024-10-25,21,0,0,0,1,,,,,,,,,,
F0000653,653,event,loan,20241004,2024-10-04,False,84,9,1,2,,2024-10-04,2024-11-08,2024-10-31,27,0,0,0,1,,,,,,,,,,
F0000654,654,event,loan,20241004,2024-10-04,False,3,1,1,1,,2024-10-04,2024-11-08,2024-11-08,35,0,0,0,1,,,,,,,,,,
F0000655,655,event,loan,20241004,2024-10-04,False,285,5,1,1,,2024-10-04,2024-10-25,2024-10-14,10,0,0,0,1,,,,,,,,,,
F0000656,656,event,loan,20241004,2024-10-04,False,387,11,3,2,,2024-10-04,2024-10-25,2024-10-16,12,0,0,0,1,,,,,,,,,,
F0000657,657,event,loan,20241004,2024-10-04,False,44,9,2,2,,2024-10-04,2024-11-08,2024-10-31,27,0,0,0,1,,,,,,,,,,
F0000658,658,event,loan,20241004,2024-10-04,False,24,63,3,8,,2024-10-04,2024-10-25,2024-10-18,14,0,0,0,1,,,,,,,,,,
F0000659,659,event,loan,20241004,2024-10-04,False,135,18,2,3,,2024-10-04,2024-10-25,2024-10-27,23,0,0,0,1,,,,,,,,,,
F0000660,660,event,loan,20241004,2024-10-04,False,334,3,2,1,,2024-10-04,2024-10-25,2024-11-02,29,0,0,0,1,,,,,,,,,,
F0000661,661,event,loan,20241004,2024-10-04,False,173,52,3,7,,2024-10-04,2024-11-08,2024-11-01,28,0,0,0,1,,,,,,,,,,
F0000662,662,event,loan,20241004,2024-10-04,False,344,2,2,1,,2024-10-04,2024-11-08,2024-10-29,22,3,1.5,0,1,,,,,,,,,,
F0000663,663,event,loan,20241004,2024-10-04,False,129,50,6,7,,2024-10-04,2024-11-08,2024-11-03,30,0,0,0,1,,,,,,,,,,
F0000664,664,event,loan,20241004,2024-10-04,False,386,17,5,3,,2024-10-04,2024-10-25,2024-10-21,17,0,0,0,1,,,,,,,,,,
F0000665,665,event,loan,20241004,2024-10-04,False,418,26,4,4,,2024-10-04,2024-11-08,2024-10-27,23,0,0,0,1,,,,,,,,,,
F0000666,666,event,loan,20241004,2024-10-04,False,365,9,5,2,,2024-10-04,2024-10-25,2024-10-24,20,0,0,0,1,,,,,,,,,,
F0000667,667,event,loan,20241004,2024-10-04,False,265,46,3,6,,2024-10-04,2024-11-08,2024-11-04,31,0,0,0,1,,,,,,,,,,
F0000668,668,event,loan,20241004,2024-10-04,False,35,13,2,2,,2024-10-04,2024-10-25,2024-10-19,15,0,0,0,1,,,,,,,,,,
F0000669,669,event,loan,20241004,2024-10-04,False,259,51,4,7,,2024-10-04,2024-10-25,2024-10-20,16,0,0,0,1,,,,,,,,,,
F0000670,670,event,loan,20241004,2024-10-04,False,399,20,3,3,,2024-10-04,2024-10-25,2024-10-26,12,10,5,0,1,,,,,,,,,,
F0000671,671,event,loan,20241004,2024-10-04,False,341,65,2,9,,2024-10-04,2024-10-25,2024-10-21,17,0,0,0,1,,,,,,,,,,
F0000672,672,event,loan,20241004,2024-10-04,False,129,42,6,6,,2024-10-04,2024-11-08,2024-10-27,23,0,0,0,1,,,,,,,,,,
F0000673,673,event,loan,20241004,2024-10-04,False,239,25,3,4,,2024-10-04,2024-10-25,2024-10-13,7,2,1,0,1,,,,,,,,,,
F0000674,674,event,loan,20241004,2024-10-04,False,253,11,5,2,,2024-10-04,2024-10-25,2024-10-28,24,0,0,0,1,,,,,,,,,,
F0000675,675,event,loan,20241004,2024-10-04,False,47,1,1,1,,2024-10-04,2024-10-25,2024-10-22,18,0,0,0,1,,,,,,,,,,
F0000676,676,event,loan,20241004,2024-10-04,False,358,17,5,3,,2024-10-04,2024-10-25,2024-11-06,19,14,7,0,1,,,,,,,,,,
F0000677,677,event,loan,20241004,2024-10-04,False,172,42,1,6,,2024-10-04,2024-10-25,2024-10-29,17,8,4,0,1,,,,,,,,,,
F0000678,678,event,loan,20241005,2024-10-05,False,349,27,1,4,,2024-10-05,2024-10-26,2024-10-23,18,0,0,0,1,,,,,,,,,,
F0000679,679,event,loan,20241005,2024-10-05,False,209,40,5,5,,2024-10-05,2024-10-26,2024-11-02,13,15,7.5,0,1,,,,,,,,,,
F0000680,680,event,loan,20241005,2024-10-05,False,245,26,1,4,,2024-10-05,2024-10-26,2024-10-24,19,0,0,0,1,,,,,,,,,,
F0000681,681,event,loan,20241005,2024-10-05,False,98,19,4,3,,2024-10-05,2024-10-26,2024-10-15,10,0,0,0,1,,,,,,,,,,
F0000682,682,event,loan,20241005,2024-10-05,False,31,9,2,2,,2024-10-05,2024-10-26,2024-10-17,12,0,0,0,1,,,,,,,,,,
F0000683,683,event,loan,20241005,2024-10-05,False,298,51,2,7,,2024-10-05,2024-10-26,2024-10-20,15,0,0,0,1,,,,,,,,,,
F0000684,684,event,loan,20241005,2024-10-05,False,245,20,1,3,,2024-10-05,2024-10-26,2024-10-16,11,0,0,0,1,,,,,,,,,,
F0000685,685,event,loan,20241006,2024-10-06,False,276,34,3,5,,2024-10-06,2024-11-10,2024-10-29,23,0,0,0,1,,,,,,,,,,
F0000686,686,event,loan,20241006,2024-10-06,False,180,9,4,2,,2024-10-06,2024-10-27,2024-11-02,19,8,4,0,1,,,,,,,,,,
F0000687,687,event,loan,20241006,2024-10-06,False,127,40,5,5,,2024-10-06,2024-10-27,2024-10-17,11,0,0,0,1,,,,,,,,,,
F0000688,688,event,loan,20241006,2024-10-06,False,219,41,4,6,,2024-10-06,2024-10-27,2024-10-15,9,0,0,0,1,,,,,,,,,,
F0000689,689,event,loan,20241006,2024-10-06,False,149,17,1,3,,2024-10-06,2024-10-27,2024-11-07,25,7,3.5,0,1,,,,,,,,,,
F0000690,690,event,loan,20241006,2024-10-06,False,369,35,5,5,,2024-10-06,2024-10-27,2024-10-12,6,0,0,0,1,,,,,,,,,,
F0000691,691,event,loan,20241006,2024-10-06,False,449,51,5,7,,2024-10-06,2024-11-10,2024-11-11,28,8,4,0,1,,,,,,,,,,
F0000692,692,event,loan,20241006,2024-10-06,False,435,1,4,1,,2024-10-06,2024-10-27,2024-10-25,19,0,0,0,1,,,,,,,,,,
F0000693,693,event,loan,20241006,2024-10-06,False,247,46,2,6,,2024-10-06,2024-10-27,2024-10-19,13,0,0,0,1,,,,,,,,,,
F0000694,694,event,loan,20241006,2024-10-06,False,180,9,2,2,,2024-10-06,2024-10-27,2024-10-30,20,4,2,0,1,,,,,,,,,,
F0000695,695,event,loan,20241006,2024-10-06,False,222,11,1,2,,2024-10-06,2024-11-10,2024-11-12,37,0,0,0,1,,,,,,,,,,
F0000696,696,event,loan,20241006,2024-10-06,False,166,5,3,1,,2024-10-06,2024-10-27,2024-10-23,17,0,0,0,1,,,,,,,,,,
F0000697,697,event,loan,20241006,2024-10-06,False,207,26,3,4,,2024-10-06,2024-10-27,2024-10-28,22,0,0,0,1,,,,,,,,,,
F0000698,698,event,loan,20241006,2024-10-06,False,350,71,2,9,,2024-10-06,2024-10-27,2024-11-10,32,3,1.5,0,1,,,,,,,,,,
F0000699,699,event,loan,20241007,2024-10-07,False,330,62,3,8,,2024-10-07,2024-11-11,2024-11-14,38,0,0,0,1,,,,,,,,,,
F0000700,700,event,loan,20241007,2024-10-07,False,390,8,3,1,,2024-10-07,2024-10-28,2024-11-01,25,0,0,0,1,,,,,,,,,,
F0000701,701,event,loan,20241007,2024-10-07,False,276,37,1,5,,2024-10-07,2024-11-11,2024-11-09,33,0,0,0,1,,,,,,,,,,
F0000702,702,event,loan,20241007,2024-10-07,False,427,19,4,3,,2024-10-07,2024-10-28,2024-10-23,16,0,0,0,1,,,,,,,,,,
F0000703,703,event,loan,20241007,2024-10-07,False,84,3,4,1,,2024-10-07,2024-11-11,2024-11-08,32,0,0,0,1,,,,,,,,,,
F0000704,704,event,loan,20241007,2024-10-07,False,2,38,1,5,,2024-10-07,2024-10-28,2024-10-27,20,0,0,0,1,,,,,,,,,,
F0000705,705,event,loan,20241007,2024-10-07,False,207,25,3,4,,2024-10-07,2024-10-28,2024-10-15,8,0,0,0,1,,,,,,,,,,
F0000706,706,event,loan,20241007,2024-10-07,False,147,19,5,3,,2024-10-07,2024-10-28,2024-11-09,20,13,6.5,0,1,,,,,,,,,,
F0000707,707,event,loan,20241007,2024-10-07,False,111,55,6,7,,2024-10-07,2024-10-28,2024-10-16,9,0,0,0,1,,,,,,,,,,
F0000708,708,event,loan,20241007,2024-10-07,False,221,17,4,3,,2024-10-07,2024-10-28,2024-11-12,29,7,3.5,0,1,,,,,,,,,,
F0000709,709,event,loan,20241007,2024-10-07,False,384,25,5,4,,2024-10-07,2024-10-28,2024-10-28,16,5,2.5,0,1,,,,,,,,,,
F0000710,710,event,loan,20241007,2024-10-07,False,41,30,5,4,,2024-10-07,2024-10-28,2024-10-18,11,0,0,0,1,,,,,,,,,,
F0000711,711,event,loan,20241007,2024-10-07,False,209,33,5,5,,2024-10-07,2024-10-28,2024-10-26,13,6,3,0,1,,,,,,,,,,
F0000712,712,event,loan,20241007,2024-10-07,False,417,13,5,2,,2024-10-07,2024-11-11,2024-11-14,32,6,3,0,1,,,,,,,,,,
F0000713,713,event,loan,20241007,2024-10-07,False,198,49,2,7,,2024-10-07,2024-10-28,2024-10-26,19,0,0,0,1,,,,,,,,,,
F0000714,714,event,loan,20241007,2024-10-07,False,417,58,2,8,,2024-10-07,2024-11-11,2024-11-08,32,0,0,0,1,,,,,,,,,,
F0000715,715,event,loan,20241007,2024-10-07,False,346,1,1,1,,2024-10-07,2024-11-11,2024-10-25,18,0,0,0,1,,,,,,,,,,
F0000716,716,event,loan,20241007,2024-10-07,False,168,1,3,1,,2024-10-07,2024-10-28,2024-10-23,16,0,0,0,1,,,,,,,,,,
F0000717,717,event,loan,20241007,2024-10-07,False,341,71,2,9,,2024-10-07,2024-10-28,2024-10-22,15,0,0,0,1,,,,,,,,,,
F0000718,718,event,loan,20241007,2024-10-07,False,99,42,3,6,,2024-10-07,2024-10-28,2024-10-22,15,0,0,0,1,,,,,,,,,,
F0000719,719,event,loan,20241007,2024-10-07,False,299,9,5,2,,2024-10-07,2024-10-28,2024-10-29,20,2,1,0,1,,,,,,,,,,
F0000720,720,event,loan,20241007,2024-10-07,False,45,4,5,1,,2024-10-07,2024-10-28,2024-10-29,22,0,0,0,1,,,,,,,,,,
F0000721,721,event,loan,20241007,2024-10-07,False,378,1,5,1,,2024-10-07,2024-11-11,2024-11-01,25,0,0,0,1,,,,,,,,,,
F0000722,722,event,loan,20241007,2024-10-07,False,390,11,3,2,,2024-10-07,2024-10-28,2024-10-22,15,0,0,0,1,,,,,,,,,,
F0000723,723,event,loan,20241007,2024-10-07,False,329,17,4,3,,2024-10-07,2024-11-11,2024-10-28,21,0,0,0,1,,,,,,,,,,
F0000724,724,event,loan,20241008,2024-10-08,False,94,2,4,1,,2024-10-08,2024-10-29,2024-10-20,12,0,0,0,1,,,,,,,,,,
F0000725,725,event,loan,20241008,2024-10-08,False,32,36,4,5,,2024-10-08,2024-10-29,2024-10-14,6,0,0,0,1,,,,,,,,,,
F0000726,726,event,loan,20241008,2024-10-08,False,409,46,6,6,,2024-10-08,2024-11-12,2024-11-10,33,0,0,0,1,,,,,,,,,,
F0000727,727,event,loan,20241008,2024-10-08,False,350,72,2,9,,2024-10-08,2024-10-29,2024-10-31,18,5,2.5,0,1,,,,,,,,,,
F0000728,728,event,loan,20241008,2024-10-08,False,370,18,5,3,,2024-10-08,2024-11-12,2024-10-27,19,0,0,0,1,,,,,,,,,,
F0000729,729,event,loan,20241008,2024-10-08,False,135,15,2,2,,2024-10-08,2024-10-29,2024-10-23,15,0,0,0,1,,,,,,,,,,
F0000730,730,event,loan,20241008,2024-10-08,False,259,41,1,6,,2024-10-08,2024-10-29,2024-10-16,8,0,0,0,1,,,,,,,,,,
F0000731,731,event,loan,20241008,2024-10-08,False,25,59,3,8,,2024-10-08,2024-10-29,2024-10-24,16,0,0,0,1,,,,,,,,,,
F0000732,732,event,loan,20241008,2024-10-08,False,351,34,2,5,,2024-10-08,2024-10-29,2024-11-04,27,0,0,0,1,,,,,,,,,,
F0000733,733,event,loan,20241008,2024-10-08,False,342,11,1,2,,2024-10-08,2024-11-12,2024-10-28,20,0,0,0,1,,,,,,,,,,
F0000734,734,event,loan,20241008,2024-10-08,False,72,9,1,2,,2024-10-08,2024-10-29,2024-10-27,15,4,2,0,1,,,,,,,,,,
